"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"hsa-miR-423-3p(1)",1411.62366867426,0.368179999504552,0.560396560280952,0.656999035325926,0.511181536745109,0.869228402088236,1
"hsa-miR-423-5p(1)",929.374342605784,1.24830876371738,0.752198041633057,1.65954801079679,0.0970054145556177,0.760324285233523,1
"hsa-miR-424(1)",228.555440774014,0.589144535622399,0.611191563047224,0.963927794888225,0.3350821275799,0.818083392559936,1
"hsa-miR-425(1)",669.384452336918,-0.0465165270274681,0.519457996718414,-0.0895481970078971,0.928646251730537,0.960226629010807,1
"hsa-miR-425STAR(1)",87.7969161316336,-0.0713305788622002,0.504222117862627,-0.141466580570815,0.887501359338277,0.95278832690479,1
"hsa-miR-431-5p(1)",28.6971292528622,-0.880497064891806,0.656660405234223,-1.3408712598984,0.17996225484726,0.77193106985349,1
"hsa-miR-432(1)",33.7057994729993,-0.912695738948434,0.706129486068198,-1.29253310753304,0.196172588139734,0.77193106985349,1
"hsa-miR-433(1)",25.6931340583054,-1.58561763996507,0.645192793267405,-2.45758733902644,0.013987379474437,0.743161287861409,1
"hsa-miR-450b(1)",13.2566127156312,1.54023504517362,0.821360209286721,1.87522481337534,0.0607618018986721,0.760324285233523,1
"hsa-miR-452(1)",23.6618740725282,-0.306583029711777,0.695164682815861,-0.441022159626867,0.659196954591931,0.901505107380754,1
"hsa-miR-452STAR(1)",9.22958794499316,0.0005857776939021,0.756357394033757,0.000774472092852914,0.999382060736114,0.999382060736114,1
"hsa-miR-454(1)",39.3484090999983,0.23367768715376,0.558061589022996,0.418730999857672,0.67541273730463,0.901505107380754,1
"hsa-miR-454STAR(1)",12.0263244680299,0.645263237215489,0.695663899301917,0.927550269408828,0.353640904344693,0.833362478934017,1
