"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"hsa-miR-484(1)",1112.65814264188,0.600451533914615,0.518414096058723,1.1582469274651,0.246763282777169,0.77193106985349,1
"hsa-miR-485-3p(1)",14.1726125984761,-0.877420984690866,0.641237011845464,-1.36832554653337,0.171210197765637,0.77193106985349,1
"hsa-miR-485-5p(1)",12.0773827582437,-1.11045927962917,0.627209087968238,-1.77047702421908,0.076647708533014,0.760324285233523,1
"hsa-miR-486(1)",7907.57714923999,2.043299453136,0.757686013307922,2.69676279784461,0.00700171254976729,0.632488033662312,1
"hsa-miR-486STAR(1)",51.7523678895218,1.26110654922472,0.764244809701446,1.65013426747035,0.098915477403651,0.760324285233523,1
"hsa-miR-487b(1)",39.6953795260719,-0.687953254194742,0.699724752322464,-0.983176959099059,0.325520352686024,0.801963777981024,1
"hsa-miR-491(1)",12.4377314055762,-0.468166273096463,0.703030784601893,-0.665925708163083,0.50545858742418,0.869228402088236,1
"hsa-miR-493-3p(1)",13.3264356292705,-0.524185941316396,0.686876907262841,-0.763143928371741,0.445377564452881,0.869058537647469,1
"hsa-miR-493-5p(1)",21.8196663974785,-0.913057515380589,0.680586823322188,-1.34157389489798,0.179734195197683,0.77193106985349,1
"hsa-miR-494(1)",24.0180226966145,-0.40794344084686,0.658605964548448,-0.619404412965731,0.535649974718581,0.869228402088236,1
"hsa-miR-495(1)",21.3709878735027,-0.986164660082234,0.636552176682721,-1.5492283212689,0.121326843585741,0.760324285233523,1
"hsa-miR-496(1)",9.76896533450415,-0.48254713437195,0.77013070458027,-0.626578230814656,0.530935741720846,0.869228402088236,1
"hsa-miR-497(1)",43.5149548233488,-0.369316605401575,0.535708615591235,-0.689398293499495,0.490572657030389,0.869228402088236,1
"hsa-miR-501-3p(1)",51.1525476274181,1.70630807004576,0.72881220705557,2.34121774241312,0.019220953526317,0.743161287861409,1
"hsa-miR-502(1)",34.8021154237602,0.964540088049066,0.733321209209971,1.31530368402708,0.188407860501757,0.77193106985349,1
"hsa-miR-503(1)",60.022271005948,-0.643388130892831,0.509502971148523,-1.26277601373453,0.206669687214337,0.77193106985349,1
"hsa-miR-505(1)",26.5235545932385,0.224866817945988,0.57268271023725,0.392655154287494,0.694574197334827,0.901505107380754,1
"hsa-miR-532-3p(1)",27.1908441016189,0.536171494677353,0.702830560513623,0.762874474731895,0.445538260307717,0.869058537647469,1
"hsa-miR-532-5p(1)",47.3647463562476,0.945079773054416,0.596673854428618,1.58391349987915,0.113213404846356,0.760324285233523,1
"hsa-miR-539(1)",29.8360612014276,-0.61336836320427,0.610815287847213,-1.00417978300127,0.315291964978654,0.795650847318158,1
"hsa-miR-542(1)",13.0306344038957,0.318484520258878,0.747085876967309,0.426302423961917,0.669887491843681,0.901505107380754,1
"hsa-miR-543(1)",35.2829998095079,-0.715373446647268,0.711780411801761,-1.00504795409642,0.314873759476076,0.795650847318158,1
"hsa-miR-548e(1)",15.6391218766771,-0.0514249460790472,0.587801426005415,-0.087486936580813,0.930284468714328,0.960226629010807,1
"hsa-miR-574-3p(1)",34.547257135039,-0.0948609125362043,0.59264690209138,-0.160063120555345,0.872831352088817,0.949965339202038,1
"hsa-miR-574-5p(1)",15.0548436102281,0.169848566651683,0.717208077403799,0.236819093374566,0.812797138474203,0.917783435527121,1
"hsa-miR-576-3p(1)",13.9102004862929,0.30919115405771,0.646850319661212,0.477994900303441,0.632653834734675,0.901505107380754,1
"hsa-miR-584(1)",907.283660507605,0.225373452576208,0.660268405032326,0.34133611552286,0.732850562445506,0.901505107380754,1
"hsa-miR-589-5p(1)",22.6216354620881,0.366387228105677,0.590280003508182,0.620700728346117,0.534796550110706,0.869228402088236,1
"hsa-miR-590-3p(1)",18.1627683102501,-0.0509280242905822,0.636097957214349,-0.080063178497869,0.936187008002472,0.960226629010807,1
"hsa-miR-590-5p(1)",21.1844484674803,-0.784861173991047,0.766718777765156,-1.02366238672121,0.305994767039391,0.795650847318158,1
"hsa-miR-598(1)",29.6651523121287,1.22287037870943,0.606600089819241,2.01594163804663,0.0438060789318842,0.760324285233523,1
"hsa-miR-625-3p(1)",47.2188853871203,0.229265977161532,0.584984303761722,0.391918168893157,0.69511867792248,0.901505107380754,1
"hsa-miR-625-5p(1)",71.8689116686356,-0.476924742724103,0.506501253827057,-0.941606243065585,0.346394272240049,0.823446033132047,1
"hsa-miR-627-5p(1)",53.36100694078,0.631311307066866,0.569648000638222,1.10824808716884,0.267754688436266,0.77193106985349,1
"hsa-miR-628-3p(1)",13.0238630466453,-0.430845043784162,0.620726444788626,-0.694098096514764,0.487620692235084,0.869228402088236,1
"hsa-miR-628-5p(1)",15.9096539132626,-0.222101661726115,0.601224216533615,-0.369415694874455,0.711817901223816,0.901505107380754,1
"hsa-miR-629(1)",84.7580326221166,1.35967197628777,0.713361588841189,1.90600671182264,0.0566493348561393,0.760324285233523,1
"hsa-miR-651(1)",18.6536052609015,0.0735346781857622,0.578353212146006,0.127144929156542,0.898825691671617,0.95806595069164,1
"hsa-miR-652(1)",436.79262789563,0.158962170840793,0.531137054489944,0.299286539127731,0.764721424387997,0.901505107380754,1
"hsa-miR-654(1)",32.3666377505597,-0.852862743460423,0.627254081334361,-1.35967667463578,0.173932262566998,0.77193106985349,1
"hsa-miR-654STAR(1)",11.8606933706035,-0.915721892961471,0.697549284919543,-1.31277016944701,0.189260404739082,0.77193106985349,1
"hsa-miR-655(1)",9.27992637833097,-0.416814132211389,0.775137756942388,-0.537729104895569,0.590764082735194,0.901505107380754,1
"hsa-miR-656(1)",11.6557229245471,-0.528212237897421,0.710351312283818,-0.743592964161902,0.457122761059288,0.869228402088236,1
"hsa-miR-660(1)",58.1840201228337,1.07675248434211,0.593672695058116,1.81371400993388,0.0697217670338289,0.760324285233523,1
"hsa-miR-665(1)",11.2347631805211,-0.54928113569744,0.800192822821241,-0.686435968971627,0.492438229086628,0.869228402088236,1
"hsa-miR-671-3p(1)",13.0876802493387,0.426403825356404,0.65438062761556,0.651614377568205,0.514649970335813,0.869228402088236,1
"hsa-miR-7(3)",65.2397160598178,0.526914714841909,0.671778063098212,0.784358322764815,0.432829886160623,0.869058537647469,1
"hsa-miR-7-1STAR(1)",22.4871780785771,-0.466741954518175,0.641442982031669,-0.727643715174564,0.466831713147938,0.869228402088236,1
"hsa-miR-744(1)",496.149185239901,0.227837374149302,0.548223534425413,0.415592107675742,0.677708502844968,0.901505107380754,1
"hsa-miR-760(1)",13.5603380286178,0.176641142565674,0.637327834467439,0.277158995751814,0.781658023332714,0.90525352274857,1
"hsa-miR-766(1)",38.8223363547341,-0.0481730089938326,0.500185483048709,-0.0963102901351925,0.923274138734211,0.960226629010807,1
"hsa-miR-769(1)",29.050713548296,0.145601578173363,0.547700108099155,0.265841791922749,0.79036105561284,0.911437642855658,1
"hsa-miR-874(1)",12.0894760739733,0.162104577091076,0.680000320133327,0.238388971727679,0.811579420192668,0.917783435527121,1
"hsa-miR-889(1)",28.3309395470159,-0.837650028273137,0.58904684557546,-1.42204314404707,0.155013726521364,0.77193106985349,1
"hsa-miR-92a(2)",6076.02559552327,0.959906404333092,0.57600744114935,1.66648264546326,0.0956173219660381,0.760324285233523,1
"hsa-miR-92b(1)",29.8176743407035,0.146628419810712,0.513194392311768,0.285717112282151,0.775094797120722,0.901505107380754,1
"hsa-miR-93(1)",2039.51805059486,0.602035352836952,0.570030600583324,1.05614567397062,0.290901666111652,0.775578570107308,1
"hsa-miR-93STAR(1)",26.3467720510975,0.532575028952624,0.535567338104701,0.994412823674673,0.320021927519111,0.795650847318158,1
"hsa-miR-98(1)",275.474963034085,0.108531872009956,0.470159018498408,0.230840774588531,0.817438503035844,0.919194333289268,1
"hsa-miR-98STAR(1)",14.1110458660843,0.195670498595134,0.621158825892381,0.315008803608362,0.752754969598878,0.901505107380754,1
"hsa-miR-99a(1)",127.728403897372,0.750043741811956,0.58258653369325,1.28743748513569,0.197941845965348,0.77193106985349,1
"hsa-miR-99b(1)",272.359717285228,0.487545708843938,0.481380336945123,1.01280769367927,0.311152025098509,0.795650847318158,1
